UID	Audio_path	SpeechCorpus	SNR (dB)	fs (Hz)	Text
[URGENT24]fileid_210	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_210.flac	Youtube2023+	11.539	24000	um and whilst I agree that the good advice is to focus down tightly on your story often it's the world that they
[URGENT24]fileid_211	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_211.flac	Youtube2023+	14.935	24000	of information just because I think it is pertinent get a kid's book it covers all the critical elements for the actual basic geography
[URGENT24]fileid_212	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_212.flac	Youtube2023+	7.103	24000	that's wondrous marvelous magical mystical as you wander on your Mystery Tour it's essential that you have something to contrast it with if
[URGENT24]fileid_213	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_213.flac	Youtube2023+	13.406	24000	my gigantic scar on the world I'm not a gigantic scar was created by this extraordinary event and then consider the impact of what that will have on the
[URGENT24]fileid_214	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_214.flac	Youtube2023+	7.144	24000	you've created and whether you want that to be the case mountains make borders it kind of happens and because of that peoples will be separated and that and
[URGENT24]fileid_215	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_215.flac	Youtube2023+	19.676	24000	engage with and consider the past of what those events appear to be and then consider the stories that are told about that because one of the biggest mistakes
[URGENT24]fileid_216	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_216.flac	Youtube2023+	19.592	24000	I found with many world Builders is that they write a past that is real yeah and they say this is what happened rather
[URGENT24]fileid_217	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_217.flac	Youtube2023+	8.104	24000	the truth as they dive deep into that horrible Scar and it contradicts everything they know and that is a conflict between the Paradigm that
[URGENT24]fileid_218	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_218.flac	Youtube2023+	9.510	24000	trap sometimes with creating World building and map making from logical historical or you know scientific you
[URGENT24]fileid_219	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_219.flac	Youtube2023+	0.322	24000	fine but if you're trying to create a world where there is these magical places that everyone is in awe of that is when you need to very carefully consider your contrast between what they
[URGENT24]fileid_220	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_220.flac	Youtube2023+	14.731	24000	deserts so what would their places look like what would the region look like because they've lived there for thousands of years and this starts to create interesting not just you know
[URGENT24]fileid_221	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_221.flac	Youtube2023+	0.720	24000	things that are kind of ripping things apart so for me you know creating something new is all about understanding what came before and
[URGENT24]fileid_222	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_222.flac	Youtube2023+	13.244	24000	your next page maps are referenced again and again and again and again so as someone who's creating a map
[URGENT24]fileid_223	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_223.flac	Youtube2023+	12.571	24000	you've got to realize that this map is going to be telling much more of a story than almost any other image that you may have
[URGENT24]fileid_224	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_224.flac	Youtube2023+	1.385	24000	sort of Uncertain if you're in a magical world by comparison you may have yourself a bunch of Wizard of other sorts of sorceress wizzy Woos who are
[URGENT24]fileid_225	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_225.flac	Youtube2023+	4.952	24000	capable of accurately charting the entire world because of their magic of whatever it may be and that presents again a very different world you can go
[URGENT24]fileid_226	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_226.flac	Youtube2023+	16.440	24000	what happens to the world when the world changes as you're playing through a story or a narrative and so if you're working with digital and you're not you
[URGENT24]fileid_227	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_227.flac	Youtube2023+	19.639	24000	thing because obviously like you read a lot of fantasy books and and obviously they have a lot of or most commonly they will have geographical elements that
[URGENT24]fileid_228	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_228.flac	Youtube2023+	17.207	24000	typically though you don't really have this chance to change the map after the facts like if you have a like a map at the beginning
[URGENT24]fileid_229	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_229.flac	Youtube2023+	1.258	24000	they're infested with giant spiders and they kill the threat of the giant spiders or they eliminate that threat how does that change the geography for the next part of the book you know how
[URGENT24]fileid_230	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_230.flac	Youtube2023+	5.336	24000	does that change the environment and and some books and some narratives and some places some people really dig into that and and really try and like make that a
[URGENT24]fileid_231	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_231.flac	Youtube2023+	6.657	24000	somebody controls it or nobody controls it so possibly there's an incoming fight particularly
[URGENT24]fileid_232	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_232.flac	Youtube2023+	2.809	24000	forested area that used to be populated but regardless someone probably controls it there's natural resources they're going to want them consider that when you're doing your world building
[URGENT24]fileid_233	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_233.flac	Youtube2023+	-1.581	24000	into looser tribal folks arguably until eventually they commute the technological level to significantly grab and control an area but you'll tend
[URGENT24]fileid_234	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_234.flac	Youtube2023+	9.089	24000	between those two towns have we reached their point it's wherever they're going to send out their armies or their equivalent little sets of foraging
[URGENT24]fileid_235	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_235.flac	Youtube2023+	18.279	24000	they butt heads where does the Border naturally form and just look and you'll find them at Rivers so reflecting that in your nation building and the stories
[URGENT24]fileid_236	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_236.flac	Youtube2023+	13.211	24000	your world building if you want it to feel believable absolutely we did a whole challenge called rivers and waterways at some
[URGENT24]fileid_237	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_237.flac	Youtube2023+	14.647	24000	that people do because like oh you know we're just doing it it's really fun and great I love cataclysms but they do it so that there's not really like a sudden
[URGENT24]fileid_238	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_238.flac	Youtube2023+	-0.911	24000	examples of this of like two different Maps because this narrative takes place in the middle of a cataclysm like you have one map and then
[URGENT24]fileid_239	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_239.flac	Youtube2023+	17.745	24000	example trying to convey that uneasiness or that Magical Mystery is a core component of what your words have to say
[URGENT24]fileid_240	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_240.flac	Youtube2023+	-2.855	24000	and often if you're for example writing a role play book you've got a much easier job on that because you can simply state it as what it is it's a
[URGENT24]fileid_241	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_241.flac	Youtube2023+	5.087	24000	weird alien thing in it but perhaps say it a little bit more eloquently because you can in a roleplay book describe
[URGENT24]fileid_242	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_242.flac	Youtube2023+	2.051	24000	you're writing a narrative you've got to be far more aware of the individual who's experiencing that narrative perhaps it's a perspective piece which
[URGENT24]fileid_243	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_243.flac	Youtube2023+	0.118	24000	fantasy and all of these different things like what is it that makes your world Fantastical and then you realize that the descriptions and the things
[URGENT24]fileid_244	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_244.flac	Youtube2023+	-3.008	24000	just writing but also map making and this is combined you know you're thinking about scale and color and all these you know things to make it bigger than life well
[URGENT24]fileid_245	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_245.flac	Youtube2023+	3.724	24000	personal Point um because everybody really does have their own tolerances and limits and I'm going to use a specific example for this one
[URGENT24]fileid_246	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_246.flac	Youtube2023+	9.503	24000	building and you're not actually using it for whatever you're building it for then perhaps you have a little bit too much detail but that's down to individual preference
[URGENT24]fileid_247	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_247.flac	Youtube2023+	2.723	24000	specifically about how do you do um all in one piece so it's not about different styles it's about keeping everything into one style um and that is I'm going to be a bit
[URGENT24]fileid_248	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_248.flac	Youtube2023+	16.390	24000	is a challenge now mountains are relatively easy because then you have valleys and you have trees and you have
[URGENT24]fileid_249	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_249.flac	Youtube2023+	11.657	24000	game and I am slightly terrified by this but it is happening it's gonna be amazing I'm so excited you can follow
[URGENT24]fileid_250	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_250.flac	cv11	16.065	22050	These and the other youth leaders are advised and supported by the adult leaders.
[URGENT24]fileid_251	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_251.flac	cv11	15.696	22050	Plastic surgery has become more popular.
[URGENT24]fileid_252	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_252.flac	cv11	-4.620	22050	The four winners will go to the next round.
[URGENT24]fileid_253	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_253.flac	vctk	-1.922	48000	Ms Anderson yesterday put a brave face on the departure.
[URGENT24]fileid_254	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_254.flac	cv11	8.527	22050	She conducted negotiations with the prison commander on their behalf.
[URGENT24]fileid_255	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_255.flac	cv11	10.340	22050	It is also sung at the conclusion of the Great Doxology.
[URGENT24]fileid_256	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_256.flac	cv11	18.277	22050	They were charged with staying illegally on Uzbek territory.
[URGENT24]fileid_257	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_257.flac	cv11	7.822	22050	Her parents were Julie (born Hawkins) and Thomas Hawley.
[URGENT24]fileid_258	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_258.flac	cv11	4.214	22050	Descriptions of rejuvenation and immortality remedies are often found in the writings of alchemists.
[URGENT24]fileid_259	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_259.flac	cv11	16.999	22050	She investigates the morphogenesis process that builds both the mammary gland and vertebrate lung.
[URGENT24]fileid_260	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_260.flac	cv11	9.039	22050	During his time as Opposition Leader, Williams donated his legislative salary to charity.
[URGENT24]fileid_261	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_261.flac	cv11	17.158	22050	That could lead to real social inequality and injustice, Cooper told Parliament.
[URGENT24]fileid_262	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_262.flac	cv11	15.667	22050	These include culturally significant shell middens and intertidal clam gardens.
[URGENT24]fileid_263	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_263.flac	cv11	2.902	22050	Her computer suddenly shows a Blue Screen of Death.
[URGENT24]fileid_264	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_264.flac	cv11	5.216	22050	Phyllis also studied composition at the Mannes School of Music.
[URGENT24]fileid_265	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_265.flac	cv11	7.022	22050	It is exhibited in the attic.
[URGENT24]fileid_266	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_266.flac	cv11	8.011	22050	The flowers will grow within of each other.
[URGENT24]fileid_267	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_267.flac	cv11	7.818	22050	Rucchin played high school hockey for Sir Frederick Banting Secondary School in London, Ontario.
[URGENT24]fileid_268	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_268.flac	cv11	11.535	22050	Due to the regions isolation it is relatively untouched and unexplored by humans.
[URGENT24]fileid_269	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_269.flac	cv11	15.999	22050	Poetry and truth.
[URGENT24]fileid_270	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_270.flac	cv11	18.547	22050	The series continued sporadically after this.
[URGENT24]fileid_271	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_271.flac	cv11	8.504	22050	Ploy was seemingly dead by the time the rest of the household responded.
[URGENT24]fileid_272	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_272.flac	cv11	11.420	22050	The National Hockey Centre features three international level synthetic pitches.
[URGENT24]fileid_273	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_273.flac	cv11	16.207	22050	They were among the most popular of the Carnival bands from that era.
[URGENT24]fileid_274	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_274.flac	cv11	-4.262	22050	Willow is now the official host of the Iditarod Trail Sled Dog Race restart.
[URGENT24]fileid_275	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_275.flac	cv11	16.296	22050	A microburst in Leominster and another in Shirley damaged several trees.
[URGENT24]fileid_276	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_276.flac	cv11	-1.144	22050	She made no reply.
[URGENT24]fileid_277	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_277.flac	cv11	2.066	22050	'm all about those invisible cosmic connections that transcend time and distance.
[URGENT24]fileid_278	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_278.flac	cv11	16.400	22050	She entered Colombo University College.
[URGENT24]fileid_279	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_279.flac	cv11	-2.827	22050	Burnett kept an extensive garden, including an impressive rose garden.
[URGENT24]fileid_280	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_280.flac	cv11	0.062	22050	Oh, dear me, what's this, what's this!
[URGENT24]fileid_281	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_281.flac	cv11	11.307	22050	Did you know that Nikola was going to join us?
[URGENT24]fileid_282	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_282.flac	cv11	7.978	22050	Superman arrives in time to disarm the men and flies Lois and Jon away.
[URGENT24]fileid_283	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_283.flac	cv11	-2.843	22050	Here she launched and directed the electrochemical materials group.
[URGENT24]fileid_284	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_284.flac	cv11	19.652	22050	Zhang returned to his hometown after retiring.
[URGENT24]fileid_285	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_285.flac	cv11	-4.149	22050	Picrocrocin is a degradation product of the carotenoid zeaxanthin.
[URGENT24]fileid_286	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_286.flac	cv11	-2.729	22050	She is such a kind girl.
[URGENT24]fileid_287	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_287.flac	cv11	11.302	22050	The opening closest to the entrance on each side contains bronze frames.
[URGENT24]fileid_288	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_288.flac	cv11	6.672	22050	The transfer required two hours nineteen minutes and ten seconds to complete.
[URGENT24]fileid_289	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_289.flac	cv11	18.814	22050	Another, General Cadwallader C. Washburn escaped to Fort Pickering dressed in his night-shirt.
[URGENT24]fileid_290	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_290.flac	cv11	11.643	22050	The Dali Lama during a reception where participants have brought carnations parasols and prayer flags
[URGENT24]fileid_291	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_291.flac	cv11	10.145	22050	The platform has experimented with conducting research participant study visits through remote video chat.
[URGENT24]fileid_292	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_292.flac	cv11	7.899	22050	The house was moved to make way for commercial development.
[URGENT24]fileid_293	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_293.flac	cv11	-3.005	22050	Project Verona is also being aided by academics at Imperial College London.
[URGENT24]fileid_294	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_294.flac	cv11	19.110	22050	The Swedes had to accept him as king until they rebelled and killed him.
[URGENT24]fileid_295	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_295.flac	cv11	18.994	22050	The center researches innovations for wireless integrated microsystemss.
[URGENT24]fileid_296	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_296.flac	cv11	8.779	22050	If you’re suffering from addiction, know you are not alone.
[URGENT24]fileid_297	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_297.flac	cv11	15.296	22050	Fellow Zimbabwean sculptor Eddie Masaya was an important influence early in her career.
[URGENT24]fileid_298	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_298.flac	cv11	10.030	22050	He was the first formally trained architect operating in the state.
[URGENT24]fileid_299	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_299.flac	vctk	17.808	48000	Instead, he was informed to join the line of creditors.
[URGENT24]fileid_300	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_300.flac	cv11	-0.816	22050	At Sports Journalists’ Federation of India he served as the founding secretary.
[URGENT24]fileid_301	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_301.flac	cv11	-0.775	22050	The park, which is Virginia's most visited state park, is nestled in Virginia Beach.
[URGENT24]fileid_302	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_302.flac	cv11	13.528	22050	The cemetery plans to build several more similar mausoleums.
[URGENT24]fileid_303	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_303.flac	cv11	7.021	22050	Each chapter has an introductory text.
[URGENT24]fileid_304	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_304.flac	cv11	2.688	22050	Fairfield Township is governed under the Township form of government.
[URGENT24]fileid_305	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_305.flac	cv11	5.437	22050	Both "Woman" and "Naked" are driven by steel drums and pulsing bass.
[URGENT24]fileid_306	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_306.flac	cv11	18.207	22050	Operation Center coordinates between provincial government and District administration in times of emergency.
[URGENT24]fileid_307	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_307.flac	cv11	6.707	22050	Manzanar was the first of the ten concentration camps to be established.
[URGENT24]fileid_308	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_308.flac	cv11	10.475	22050	The result is expressed as a percentage of the total number of points available.
[URGENT24]fileid_309	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_309.flac	cv11	-1.151	22050	The branch line is now known as the Corinda-Yeerongpilly line.
[URGENT24]fileid_310	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_310.flac	cv11	8.968	22050	That question depends on political considerations, on which the Legislature is to decide.
[URGENT24]fileid_311	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_311.flac	cv11	-2.484	22050	Other areas of focus include the Metolius River and the Crooked River.
[URGENT24]fileid_312	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_312.flac	cv11	10.996	22050	The Cascade Lakes Scenic Byway continues south along the west side of Mount Bachelor.
[URGENT24]fileid_313	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_313.flac	cv11	2.150	22050	The Minbari delegate to the meeting was killed in the Centauri attack.
[URGENT24]fileid_314	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_314.flac	libritts	17.190	22050	As she said this she looked down at her hands, and was surprised to see that she had put on one of the Rabbit's little white kid gloves while she was talking.
[URGENT24]fileid_315	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_315.flac	libritts	-1.048	22050	The Mouse gave a sudden leap out of the water, and seemed to quiver all over with fright. 'Oh, I beg your pardon!' cried Alice hastily, afraid that she had hurt the poor animal's feelings.
[URGENT24]fileid_316	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_316.flac	libritts	-2.431	22050	"-You seem anxious, my uncle," I said, seeing him continually with his glass to his eye.
[URGENT24]fileid_317	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_317.flac	libritts	4.416	22050	The plesiosaurus, a serpent with a cylindrical body and a short tail, has four flappers or paddles to act like oars.
[URGENT24]fileid_318	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_318.flac	libritts	-0.160	22050	Suddenly the ichthyosaurus and the plesiosaurus disappear below, leaving a whirlpool eddying in the water.
[URGENT24]fileid_319	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_319.flac	libritts	-4.119	22050	I then remembered that the Professor, before starting, had estimated the length of this underground sea at thirty leagues.
[URGENT24]fileid_320	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_320.flac	libritts	6.536	22050	Two monsters only were creating all this commotion; and before my eyes are two reptiles of the primitive world.
[URGENT24]fileid_321	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_321.flac	libritts	3.648	22050	I can distinguish the eye of the ichthyosaurus glowing like a red hot coal, and as large as a man's head.
[URGENT24]fileid_322	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_322.flac	libritts	8.488	22050	But it now seems to me as if the other animals were taking part in the fray-the porpoise, the whale, the lizard, the tortoise.
[URGENT24]fileid_323	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_323.flac	libritts	7.155	22050	"Yes," replied my uncle, "and there is a sea lizard of vast size."
[URGENT24]fileid_324	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_324.flac	libritts	11.592	22050	Hans pointed with his finger at a dark mass six hundred yards away, rising and falling alternately with heavy plunges.
[URGENT24]fileid_325	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_325.flac	libritts	8.951	22050	"No: the first of those monsters has a porpoise's snout, a lizard's head, a crocodile's teeth; and hence our mistake.
[URGENT24]fileid_326	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_326.flac	libritts	16.903	22050	Look at its vast jaws and its rows of teeth!
[URGENT24]fileid_327	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_327.flac	libritts	-2.957	22050	I was possessed with an apprehension lest the electric light should grow dim, or fail altogether.
[URGENT24]fileid_328	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_328.flac	libritts	-4.581	22050	The reptiles rose; they wheeled around our little raft with a rapidity greater than that of express trains.
[URGENT24]fileid_329	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_329.flac	libritts	3.682	22050	It must be as wide as the Mediterranean or the Atlantic-and why not?
[URGENT24]fileid_330	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_330.flac	libritts	19.488	22050	But when the pick was shipped again, Hans pointed out on its surface deep prints as if it had been violently compressed between two hard bodies.
[URGENT24]fileid_331	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_331.flac	libritts	18.411	22050	Mast and sail flew up in an instant together, and I saw them carried up to prodigious height, resembling in appearance a pterodactyle, one of those strong birds of the infant world.
[URGENT24]fileid_332	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_332.flac	libritts	5.691	22050	It seems to me as if my companions, the moment they touched me, would receive a severe shock like that from an electric eel.
[URGENT24]fileid_333	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_333.flac	libritts	9.537	22050	The atmosphere is charged with vapours, pervaded with the electricity generated by the evaporation of saline waters.
[URGENT24]fileid_334	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_334.flac	libritts	6.395	22050	My uncle lies full length across the raft.
[URGENT24]fileid_335	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_335.flac	libritts	-4.701	22050	In the distance the clouds resemble great bales of cotton, piled up in picturesque disorder.
[URGENT24]fileid_336	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_336.flac	libritts	2.374	22050	He has laid a firm hold upon a rope, and appears to watch with grim satisfaction this awful display of elemental strife.
[URGENT24]fileid_337	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_337.flac	libritts	11.305	22050	Scarcely has he lifted his head again before a ball of fire has bounded over the waves and lighted on board our raft.
[URGENT24]fileid_338	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_338.flac	libritts	-4.694	22050	I could just see my uncle at full length on the raft, and Hans still at his helm and spitting fire under the action of the electricity which has saturated him.
[URGENT24]fileid_339	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_339.flac	libritts	-2.498	22050	The piled up vapours condense into water; and the air, put into violent action to supply the vacuum left by the condensation of the mists, rouses itself into a whirlwind.
[URGENT24]fileid_340	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_340.flac	libritts	19.142	22050	The heaving waves resemble fiery volcanic hills, each belching forth its own interior flames, and every crest is plumed with dancing fire.
[URGENT24]fileid_341	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_341.flac	libritts	8.314	22050	Alas! the fall upon our fated raft of this electric globe has magnetised every iron article on board.
[URGENT24]fileid_342	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_342.flac	libritts	12.887	22050	We are obliged to secure as fast as possible every article that belongs to our cargo.
[URGENT24]fileid_343	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_343.flac	libritts	19.962	22050	The clouds are sinking lower, and assume an olive hue.
[URGENT24]fileid_344	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_344.flac	libritts	6.815	22050	"There's a heavy storm coming on," I cried, pointing towards the horizon.
[URGENT24]fileid_345	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_345.flac	libritts	19.897	22050	Ah! what a flood of intense and dazzling light! the globe has burst, and we are deluged with tongues of fire!
[URGENT24]fileid_346	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_346.flac	libritts	0.831	22050	I feel peculiar sensations, like many creatures on earth at the approach of violent atmospheric changes.
[URGENT24]fileid_347	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_347.flac	vctk	16.813	48000	It is likely the rest of the market will follow suit.
[URGENT24]fileid_348	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_348.flac	libritts	3.509	22050	My eyes fail under the dazzling light, my ears are stunned with the incessant crash of thunder.
[URGENT24]fileid_349	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_349.flac	libritts	2.964	22050	We lay there, our blood running cold with unspeakable terror.
[URGENT24]fileid_350	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_350.flac	libritts	19.051	22050	The first Edison plant in a hotel was started in October, eighteen eighty one, at the Blue Mountain House in the Adirondacks, and consisted of two "Z" dynamos with a complement of eight and sixteen candle lamps.
[URGENT24]fileid_351	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_351.flac	libritts	16.571	22050	The difficulty of obtaining engineers in those days to run the high-speed engines (three hundred and fifty revolutions per minute) is well illustrated by an amusing incident in the very early history of the station.
[URGENT24]fileid_352	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_352.flac	libritts	-0.694	22050	The hotel is situated at an elevation of thirty five hundred feet above the sea, and was at that time forty miles from the railroad.
[URGENT24]fileid_353	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_353.flac	libritts	15.502	22050	It went into service august fifteenth eighteen eighty two, about three weeks before the Pearl Street station.
[URGENT24]fileid_354	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_354.flac	libritts	9.661	22050	He felt he was up against it, and that perhaps another kind of a job would suit him better.
[URGENT24]fileid_355	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_355.flac	libritts	-1.426	22050	Soon after the station went into operation this ingenious plan was changed, and the third dynamo was replaced by two others.
[URGENT24]fileid_356	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_356.flac	libritts	6.229	22050	I took it up, and it had solved the engine oiling problem-and my walk to Lawrence like a tramp actor's was off!
[URGENT24]fileid_357	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_357.flac	vctk	-1.933	48000	Well, it did last time, he was reminded.
[URGENT24]fileid_358	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_358.flac	libritts	0.705	22050	Having travelled around the world, I had cultivated an indifference to any special difficulties of that kind.
[URGENT24]fileid_359	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_359.flac	libritts	9.942	22050	mr Sprague realized the trouble, quickly threw off the current and stopped the engine.
[URGENT24]fileid_360	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_360.flac	libritts	19.228	22050	It could not be used for electroplating or deposition, nor could it charge storage batteries, all of which are easily within the ability of the direct current.
[URGENT24]fileid_361	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_361.flac	libritts	-0.398	22050	Why, if we erect a station at the falls, it is a great economy to get it up to the city.
